booking_id,external_booking_ref,customer_name,customer_email,service,service_code,booking_date,start_time,end_time,checkin_time,checkout_time,location,channel,source_system,staff_assigned,dog_name,dog_breed,dog_weight,dog_gender,temperament,medication,food_preference,special_instructions,promo_code,discount,price,tax_rate,is_cancelled,cancel_reason,is_repeat_customer,customer_rating,customer_feedback,created_at,updated_at,notes
963,BK_FTAF18WX,noah eriksson,noaherik618@outlook.com,VET SHUTTLE,VS,2024/03/12,09:00 AM,05:00 PM,,n/a,,,export_v1,Greta,Max,Mixed,,F,,NULL,raw,,,,20,,0,,,,NaN,2024/03/06,2024.03.13,late pickup fee applied
964,,mikael åstrom,mikaelås@gmail.com,DAYCARE,DC,2024/04/22,10:00,18.00,09:37,NaN,Nacka,email,pos_export,,,French Bulldog,,male,anxious,antibiotics,kibble,n/a,,n/a,25,,no,,no,4,ok,15-04-2024,NaN,first visit
965,, mariam ali ,mariamal755@email.com,Vet Shuttle,VS,Feb 27 2024,08.00,09:00,09:05,,,walk-in,pos_export,,,Beagle,,M,calm,,,handle with care,WELCOME10,,20,0.25,NULL,,yes,5 ,n/a,2024.02.26,01/03/2024,VIP
966,LEGACY-EDJZBK,maria lopez,maríalóp527@gmail.com,Vet Shuttle,VS,2024.04.24,08:00,10:00 AM,09:05,,Sundbyberg,insta,export_v1,Johan,Milo,n/a,12kg,male,shy,,kibble,,VIP5,5,20,0.25,yes,,no,NaN,NULL,20-04-2024,,VIP
967,,Oscar Berg,oscarber569@company.se,Boarding,BD,2024.03.18,19.00,11:00 AM,09:05,,Sundbyberg,walk-in,pos_export,Clara,,German Shepherd,NaN,M,,none,raw,handle with care,,,60,0.25,,,yes,1,late pickup,2024-08-03,18-03-2024,
968,,FATIMA KHAN,fatimakh@gmail.com,Nail Trim,NT,2024/03/07,10:00,12.00,NULL,,Solna,insta,sheets,Greta,Rocky,mix,,M,calm,none,,handle with care,newyear,10,15,,1,sick dog,N,3,late pickup,2024-02-29,03/11/2024,
969,LEGACY-QHKU5T,Mikael Astrom,mikaelås698@email.com,Grooming,GR,n/a,16.00,00.00,NULL,17:10,STOCKHOLM,email,export_v2,Greta,Milo,Beagle,NULL,U,calm,n/a,kibble,NaN,,,40,,,weather,Y,5,NULL,02/16/2024,27/02/2024,
970,BK_94SS3O0E,ELLA BERG,ellaberg952@outlook.com,Vet Shuttle,VS,26/03/2024,09:00,11.00,,,,email,export_v1,Johan,Bella,Mixed,,U,reactive,,kibble,NaN,,5,20,,,,,5 ,great!,2024.03.20,2024/03/27,
971,BK_GX4X7YGH,ahmed ali,n/a,VET SHUTTLE,VS,18/02/2024,,18:00,09:05,,Stockholm,website,,,NaN,Golden Retriever,32.5,male,calm,,,no treats,NULL,10,20,,0,,yes,4,NaN,13-02-2024,,late pickup fee applied
972,,NOAH ERIKSSON,noaherik618@outlook.com,Boarding,BD,14/03/2024,18:0,,09:05,16:34,Stockholm,instagram,export_v2,NULL,,Dachshund,unknown,U,,insulin,,,WELCOME10,5,60,,No,weather,,NaN,ok,n/a,03/19/2024,
973,LEGACY-MIX9HI,MARIA LOPEZ,maríalóp527@gmail.com,Boarding,BD,,06:00 PM,09.00,09:23,,Stockholm,NaN,export_v1,Ida,,Dachshund,,male,shy,,NaN,n/a,,,,0.25,,no show,yes,,NaN,06 Apr 2024,2024/04/06,NaN
974,BK_06S01C2X,Sara Lind,saralind438@company.se,Boarding,BD,Jan 23 2024,07:00 PM,11:00 AM,,17:10,,IG,NaN,Hugo,,French Bulldog,12kg,male,,insulin,n/a,,NULL,5,60,,NaN,,,1,,2024/01/23,2024/01/27,NaN
975,,Oscar  Berg,,VET SHUTTLE,VS,16 Feb 2024,04:00 PM,00.00,,,Täby,email,NaN,David,,Beagle,44.5,Unknown,anxious,NULL,,,VIP5,n/a,20,"0,25",,,Y,NaN,late pickup,2024-02-16,2024.02.18,VIP
976,BK_4DZM8D35,oskar berg,oskarber759@company.se,training,TR,19-01-2024,08:00 AM,16.00,,,Solna,walk-in,export_v1,Johan,Bella,Husky,,male,reactive,none,,,,0,35,0.25,,,N,,ok,01/16/2024,2024/01/21,first visit
977,BK_D9YH7T4U,Jonas Nilsson,jonasnil345@email.com,training,TR,2024/01/11,09.00,10.00,08.55,17:10,STOCKHOLM,website,,Björn,Bella,Poodle,,male,NaN,antibiotics,,no treats,n/a,5,35,0.25,,,N,NULL,,07-01-2024,12/01/2024,
978,LEGACY-EFISVQ, ELLA BERG ,ellaberg709@gmail.com,Boarding,BD,02/02/2024,06:00 PM,9am,,16.55,Solna,insta,form,David,Max,Husky,35.1,M,,antibiotics,,,WELCOME10,NULL,60,"0,25",0,weather,NULL,,,n/a,,
979,,PEDRO SILVA,pedrosil@email.com,vet shuttle,VS,01/16/2024,10.00,12.00,,17:10,STOCKHOLM,website,NaN,Anna,n/a,MIXED,12kg,M,shy,insulin,,no treats,n/a,5,20,"0,25",,,,,NaN,Jan 12 2024,01/19/2024,first visit
980,,david stone,,DAYCARE,DC,03/14/2024,10:0,18:00,,,STOCKHOLM,instagram,sheets,David,Charlie,Labrador,unknown,Unknown,calm,NaN,,,n/a,,25,,,NaN,yes,,late pickup,NaN,18 Mar 2024,
981,BK_Y7QRB9PN,Jonas Nilsson,NULL,Nail Trim,NT,03 Apr 2024,NaN,18:00,09:05,,Nacka,phone,form,Clara,,German Shepherd,NaN,U,playful,,,NULL,,,15,0.25,No,NULL,no,5,,03-04-2024,2024.04.05,first visit
982,,Sara Lind,saralind@gmail.com,nail trim,NT,2024.01.25,09.00,11:00,09:05,16:49,Täby,NULL,export_v1,Ida,Max,Poodle,,U,,,,,n/a,NULL,15,,,,n/a,n/a,ok,2024.01.15,2024/01/30,VIP
983,BK_390FU679,ella berg,ellaberg734@gmail.com,nail trim,NT,14 Jan 2024,13:00,14.00,n/a,17:10,Stockholm,partner,form,n/a,Bella,French Bulldog,,Unknown,aggressive,,,,,0,15,,No,NaN,,5,great!,06 Jan 2024,2024-01-15,NaN
984,LEGACY-WKQCPW,Elin Svensson,elinsven320@gmail.com,Nail Trim,n/a,2024/01/11,08:00 AM,09:00,NaN,,Täby,partner,export_v1,David,Coco,Mixed,,Unknown,anxious,antibiotics,,no treats,,10,15,"0,25",yes,sick dog,,,ok,Jan 11 2024,NULL,
985,BK_6UGERPY4,Fatima Khan,fatimakh311@gmail.com,Boarding,BD,03/22/2024,19:0,,,17:10,,,form,Anna,Bella,,NaN,M,shy,n/a,,separate from big dogs,newyear,10,60,,no,,,NaN,n/a,03/19/2024,2024/03/25,VIP
986,n/a,mariam  ali,mariamal635@email.com,Boarding,BD,28 Apr 2024,07:00 PM,11:00 AM,09.02,17:03,Stockholm,,excel,Ida,n/a,German Shepherd,,M,shy,none,,handle with care,n/a,0,60,0.25,0,,,5,NULL,Apr 25 2024,Apr 28 2024,NaN
987,BK_LGP9JQLL, MIKAEL ÅSTROM ,mikaelås495@outlook.com,Vet Shuttle,VS,03/29/2024,16:00,18:00,09:05,17:44,Sthlm,,,,Luna,German Shepherd,,NULL,,,,no treats,NaN,0,20,,1,,N,,,2024.03.27,Mar 29 2024,
988,,OSCAR BERG,oscarber577@email.com,Nail Trim,NT,22/03/2024,09.00,11.00,09:05,17.43,Stockholm,website,export_v2,NaN,,Golden Retriever,8.6,male,NaN,n/a,,,newyear,,15,,1,weather,,NaN,,03/22/2024,2024-26-03,late pickup fee applied
989,LEGACY-3YH2AU,Sara Lind,saralind135@email.com,BOARDING,BD,2024/03/21,19:00,10:00,09:03,,,,excel,Ida,Milo,German Shepherd,unknown,male,unknown,antibiotics,n/a,no treats,,NULL,60,25%,No,weather,,2,,Mar 13 2024,21/03/2024,late pickup fee applied
990,,David Stone,davidsto100@outlook.com,nail trim,NT,2024.03.29,09:00 AM,10:00 AM,,,Sundbyberg,instagram,form,Clara,Coco,,,Unknown,,NULL,raw,,newyear,,15,,no,no show,no,NaN,great!,2024-03-23,30 Mar 2024,VIP
991,BK_6VP2WM8C,oskar berg,oskarber957@company.se,vet shuttle,VS,Apr 08 2024,25:00,10:00,09:05,,Solna,insta,,,,Chihuahua,12kg,NaN,playful,,hypoallergenic,n/a,NaN,n/a,20,0.25,No,,yes,1,NULL,2024/03/31,2024-04-12,
992,n/a,nora hansen,norahans@email.com,Boarding,BD,Mar 25 2024,17:30,09:30 AM,09.21,05:54 PM,Huddinge,partner,pos_export,David,Bella,Chihuahua,,M,PLAYFUL,,hypoallergenic,,,,60,"0,25",No,no show,no,NULL,,20-03-2024,NULL,first visit
993,,Erik Holm,NaN,grooming,GR,01-03-2024,09:00,17:00,,17.21,Stockholm,partner,NULL,Anna,Luna,Husky,32.2,male,playful,,,,NaN,,40,"0,25",YES,no show,,5,late pickup,2024/02/26,04 Mar 2024,NaN
994,LEGACY-83NV6K,Jonas Nilsson,jonasnil31@outlook.com,BOARDING,,01/26/2024,,09:00,09.16,,Stockholm,IG,,,NULL,Poodle,,female,n/a,,n/a,n/a,,5,60,0.25,0,NULL,,3,,2024/01/19,Jan 30 2024,
995,,OSCAR BERG,oscarber830@gmail.com,nail trim,NT,01-03-2024,09:00,10.00,,n/a,Stockholm,,sheets,Clara,,NULL,,female,unknown,,hypoallergenic,,,NaN,15,,No,no show,,,ok,Feb 29 2024,06/03/2024,
996,,Emma Johansson,emmajoha970@company.se,Daycare,DC,Apr 17 2024,01:00 PM,03:00 PM,09:05,,Huddinge,instagram,sheets,Johan,Bella,Mixed,NULL,Unknown,calm,antibiotics,,NaN,NaN,,25,,no,NULL,NULL,,,14 Apr 2024,18/04/2024,
997,,Frida Karlsson,fridakar22@company.se,Nail Trim,NT,02/20/2024,09:00 AM,17.00,09:11,16.50,,partner,sheets,Elise,Charlie,MIXED,,U,calm,,,separate from big dogs,newyear,5,15,0.25,,,,,,2024/02/20,,first visit
998,,nora hansen,norahans647@email.com,TRAINING,TR,2024.04.18,13:00,03:00 PM,08.52,17:10,n/a,,,David,Bella,Chihuahua,12kg,M,playful,,hypoallergenic,,,NULL,35,0.25,NaN,n/a,NULL,4,late pickup,04/18/2024,Apr 18 2024,late pickup fee applied
999,LEGACY-HODIM0,Ella Berg,ellaberg734@gmail.com,boarding,,02-03-2024,17.30,09:30,08:40,,Täby,instagram,excel,Felix,,Dachshund,12kg,Unknown,playful,insulin,NaN,handle with care,VIP5,10%,60,,0,no show,,2,NULL,2024.03.01,NULL,VIP
1000,,liam andersson,n/a,TRAINING,TR,2024/03/30,16:00,18:00,NULL,,Huddinge,,sheets,David,Coco,Mixed,,female,playful,,kibble,NULL,WELCOME10,,,25%,yes,no show,NaN,,late pickup,29/03/2024,2024-04-03,
1001,,ahmed  ali,ahmedali547@outlook.com,BOARDING,BD,Apr 19 2024,19:00,10:00 AM,,,Täby,phone,form,Elise,Bella,German Shepherd,12kg,male,NULL,,hypoallergenic,handle with care,n/a,0,60,,yes,NULL,N,,great!,2024.04.18,21/04/2024,
1002,,mariam ali,mariamal123@company.se,Training,TR,Jan 05 2024,10:00,11:00,NaN,,Sthlm,phone,form,NaN,,Mixed,,F,PLAYFUL,insulin,,separate from big dogs,newyear,5,35,25%,yes,n/a,,4,NaN,2024-01-03,Jan 06 2024,
1003,LEGACY-M6B6IM,Ahmed Ali,ahmedali81@company.se,Boarding,BD,29-01-2024,07:00 PM,10.00,09:05,,Solna,NULL,,,Milo,Husky,,female,NaN,insulin,,,VIP5,5,60,25%,,,,4,late pickup,28/01/2024,Jan 31 2024,late pickup fee applied
1004,LEGACY-B93AP0, KARIN LUND ,karinlun@email.com,BOARDING,BD,,18:00,,,05:13 PM,,website,export_v1,Clara,,Beagle,40.2,U,calm,NaN,hypoallergenic,no treats,,,60,,1,,,5 ,n/a,26 Dec 2023,09 Jan 2024,VIP
1005,BK_4ALT1G4C,mariam ali,mariamal136@company.se,Nail Trim,NT,2024-02-13,10:00,12.00,,n/a,Sthlm,email,export_v2,,Rocky,Labrador,NaN,U,PLAYFUL,antibiotics,,NaN,newyear,NULL,15,25%,NULL,,yes,,NaN,,02/17/2024,
1006,,SARA  LIND,saralind694@outlook.com,vet shuttle,VS,27/01/2024,13.00,03:00 PM,09:05,05:52 PM,Stockholm,,form,Felix,,Poodle,,female,reactive,,kibble,separate from big dogs,n/a,5,20,,no,n/a,,,,19-01-2024,29-01-2024,late pickup fee applied
1007,,Oscar Berg,oscarber@email.com,nail trim,n/a,2024.02.04,16:00,17:00,08.40,17:10,STOCKHOLM,insta,export_v2,NULL,Luna,Beagle,12kg,Unknown,shy,NULL,raw,separate from big dogs,WELCOME10,5,15,0.25,,,,NaN,n/a,2024.01.29,08 Feb 2024,n/a
1008,BK_YP2O4SCI,Luis P.,luispere@email.com,TRAINING,TR,22 Apr 2024,13:00,09:00 PM,09:05,,Sundbyberg,partner,form,David,Bella,NULL,,,playful,,,handle with care,VIP5,,35,"0,25",n/a,n/a,NULL,,,2024-04-21,NULL,VIP
1009,BK_I81LTTUG,María López,maríalóp505@company.se,vet shuttle,VS,18/03/2024,09.00,25:00,9:31,,,,sheets,Anna,,,unknown,male,aggressive,,,,newyear,5,20,0.25,No,,no,,,2024/03/10,03/19/2024,first visit
1010,,EMMA JOHANSSON,emmajoha@email.com,Daycare,DC,2024/03/30,04:00 PM,00:00,,,,IG,,Elise,Bella,Chihuahua,,male,anxious,insulin,NULL,n/a,,,25,"0,25",yes,weather,Y,4,,2024-03-21,2024-04-02,
1011,LEGACY-SHMHJ7,MARIA LOPEZ,maríalóp229@email.com,Daycare,DC,03/21/2024,08:00,10.00,,17:10,Huddinge,website,excel,Johan,Luna,Beagle,n/a,M,aggressive,NaN,,,,,25,,0,,Y,,,2024/03/20,2024.03.22,VIP
1012,LEGACY-CM77X9,Maria  Lopez,maríalóp700@gmail.com,boarding,BD,2024/02/03,18.00,09:00 AM,09:05,17:10,Nacka,phone,pos_export,NaN,Charlie,Mixed,,male,calm,antibiotics,n/a,separate from big dogs,n/a,n/a,60,0.25,1,,,1,,30/01/2024,02/06/2024,late pickup fee applied
1013,LEGACY-2G7LUJ,luis perez,luispere513@gmail.com,Boarding,BD,Feb 28 2024,18:00,09:00 AM,09.19,17:46,Solna,email,form,Björn,Coco,,NULL,U,reactive,none,NULL,NULL,,NaN,60,"0,25",no,NULL,,,late pickup,NaN,2024/03/04,
1014,,SARA  LIND,NaN,Nail Trim,NaN,2024-01-13,01:00 PM,21:00,08.44,17:13,Nacka,partner,sheets,,,French Bulldog,,U,NULL,,kibble,,WELCOME10,NaN,15,0.25,NaN,sick dog,Y,,,08/01/2024,18-01-2024,late pickup fee applied
1015,BK_NWGIOCQW,Ella  Berg,ellaberg691@outlook.com,nail trim,NT,2024/02/23,13:00,09:00 PM,,,Nacka,phone,export_v1,Ida,Rocky,Chihuahua,,Unknown,calm,,kibble,,n/a,10,15,25%,YES,no show,,1,,23 Feb 2024,2024/02/28,
1016,LEGACY-JT2ZWE,Jonas Nilsson,jonasnil@email.com,n/a,BD,30-03-2024,18.00,10:00 AM,,,Stockholm,instagram,excel,Felix,Rocky,German Shepherd,,female,reactive,,hypoallergenic,no treats,newyear,5,60,25%,No,,n/a,2,,03/24/2024,Apr 04 2024,VIP
1017,,Pedro Silva,pedrosil754@gmail.com,nail trim,NT,04-02-2024,08.00,16:00,,17:19,Nacka,NULL,excel,,Rocky,Beagle,,male,anxious,antibiotics,NULL,NaN,,5,15,"0,25",No,,N,,late pickup,NULL,2024-02-06,
1018,BK_9O1Q21J4,erik holm,erikholm707@gmail.com,NAIL TRIM,NT,04/09/2024,09:00 AM,17.00,,NULL,Huddinge,email,export_v2,Björn,,Chihuahua,,U,,,,separate from big dogs,,,15,,NaN,,,NULL,ok,04 Apr 2024,Apr 12 2024,
1019,LEGACY-J7NBBX,Elin  Svensson,n/a,Vet Shuttle,VS,03/27/2024,09:00 AM,10:00 AM,,17:10,STOCKHOLM,instagram,,Ida,,Beagle,12kg,Unknown,aggressive,,kibble,NaN,,,20,,yes,,yes,4,,2024-19-03,2024.03.27,late pickup fee applied
1020,,Karin Lund,karinlun175@email.com,Grooming,GR,Apr 28 2024,01:00 PM,02:00 PM,NaN,NULL,Sundbyberg,insta,export_v1,Hugo,,,15.6,male,aggressive,,NaN,no treats,,10%,40,,No,no show,Y,1,great!,2024-04-19,05/03/2024,late pickup fee applied
1021,LEGACY-YMC1VF,Pedro Silva,pedrosil754@gmail.com,Grooming,GR,14/02/2024,09:00,17.00,09:05,,,,form,Anna,Bella,NaN,12kg,male,reactive,none,raw,separate from big dogs,,5,40,0.25,,NULL,,,NULL,2024/02/11,02/15/2024,
1022,,NULL,saralind135@email.com,DAYCARE,DC,27/02/2024,08.00,09:00,,,Stockholm,website,excel,Greta,Rocky,MIXED,10.7,female,unknown,,n/a,NULL,NaN,NaN,NULL,0.25,,NaN,,,,2024.02.26,Feb 29 2024,
1023,,Luis P.,luispere745@outlook.com,Boarding,BD,27 Feb 2024,05:30 PM,09.30,NaN,n/a,Solna,email,pos_export,Felix,Milo,German Shepherd,,M,calm,antibiotics,,handle with care,NaN,,60,,,,,NaN,,24-02-2024,2024/02/29,VIP
1024,LEGACY-QKEI4U,Olivia  Lind,oliviali438@outlook.com,boarding,BD,09/01/2024,19:0,11:0,09:05,,Sthlm,insta,sheets,,Charlie,Golden Retriever,12kg,F,shy,,kibble,separate from big dogs,newyear,,,25%,0,sick dog,,5 ,great!,2024.01.08,09 Jan 2024,
1025,,jonas nilsson,NULL,Vet Shuttle,VS,12 Mar 2024,16.00,00.00,09:05,,Stockholm,phone,form,Björn,n/a,Beagle,,female,shy,none,,NULL,,,20,,no,,,,,03/03/2024,03/16/2024,
1026,,Frida Karlsson,fridakar22@company.se,boarding,BD,2024-03-09,07:00 PM,10:00 AM,09:25 AM,17:10,Täby,phone,form,Björn,Bella,Dachshund,,male,calm,none,kibble,no treats,,5,60,,No,NULL,,NULL,,NULL,Mar 14 2024,VIP
1027,BK_36AZFMVP,EMMA JOHANSSON,emmajoha463@gmail.com,vet shuttle,NULL,03/08/2024,08:00 AM,09:00 AM,,05:20 PM,Nacka,website,sheets,,,French Bulldog,12kg,U,shy,antibiotics,raw,NaN,,0,,0.25,No,sick dog,no,4,n/a,28 Feb 2024,2024.03.08,late pickup fee applied
1028,LEGACY-6W353C,sara lind,saralind438@company.se,boarding,BD,03/31/2024,17.30,09.30,,,NaN,phone,export_v1,Björn,Coco,,12kg,U,n/a,,kibble,n/a,NaN,5,60,25%,,,yes,NaN,,28 Mar 2024,03/04/2024,
1029,,NORA HANSEN,norahans841@company.se,Nail Trim,NT,06/04/2024,10:00 AM,18.00,09:05,17:10,STOCKHOLM,instagram,pos_export,n/a,Charlie,French Bulldog,,male,,antibiotics,,no treats,WELCOME10,,15,,,no show,,3,,Apr 02 2024,2024.04.07,VIP
1030,,mikael åström,mikaelås@gmail.com,vet shuttle,VS,2024.03.04,,18:00,08:51 AM,17:10,Huddinge,insta,export_v1,David,Rocky,German Shepherd,unknown,M,aggressive,antibiotics,hypoallergenic,,NULL,NaN,20,25%,yes,weather,no,1,late pickup,2024-02-27,Mar 08 2024,first visit
1031,,LIN CHEN,linchen129@outlook.com,Training,TR,30/03/2024,09:00,11:00,08.41,,Stockholm,,excel,Felix,Rocky,Dachshund,12kg,U,calm,insulin,,handle with care,,,35,,yes,weather,,5,late pickup,20/03/2024,2024.04.04,VIP
1032,,Frida Karlsson,fridakar224@outlook.com,Grooming,NaN,03/14/2024,04:00 PM,NULL,09:05,17:10,Täby,insta,export_v2,David,Rocky,mix,,male,shy,insulin,raw,handle with care,WELCOME10,5,40,25%,yes,n/a,yes,n/a,NULL,Mar 06 2024,2024/03/14,VIP
1033,LEGACY-A2BJO0,ahmed ali,ahmedali@gmail.com,nail trim,NT,2024/04/09,09:00 AM,17:00,09:05,17:10,Sundbyberg,partner,pos_export,Greta,Milo,Mixed,,male,aggressive,none,hypoallergenic,NULL,,,15,,1,,N,,ok,2024-04-05,Apr 13 2024,late pickup fee applied
1034,BK_YFR2X3XN,SARA LIND,saralind737@company.se,Vet Shuttle,VS,16-03-2024,01:00 PM,,NULL,17.36,Stockholm,phone,excel,Felix,,Mixed,,U,anxious,none,raw,no treats,,0,20,25%,yes,,,,n/a,2024.03.16,2024.03.19,first visit
1035,,nora hansen,norahans358@company.se,Grooming,GR,05 Feb 2024,09.00,10.00,,05:48 PM,Solna,walk-in,,,,mix,,F,reactive,insulin,,,,,40,,YES,,,,,2024.02.04,08-02-2024,
1036,LEGACY-S7OCTM,Liam Andersson,liamande114@email.com,Daycare,DC,,10.00,12:00,,n/a,Huddinge,phone,export_v2,Anna,Charlie,Husky,,U,aggressive,insulin,,NaN,,,25,0.25,yes,weather,yes,5,,12-04-2024,2024.04.12,
1037,,KARIN LUND,karinlun413@email.com,Vet Shuttle,VS,2024.02.26,08:00 AM,09.00,09:24,05:10 PM,Nacka,NaN,,,Milo,NULL,,Unknown,PLAYFUL,antibiotics,,handle with care,,,twentyfive,,YES,,N,,n/a,2024-02-19,Feb 26 2024,VIP
1038,,Elin Svensson,elinsven140@company.se,Training,TR,2024.03.27,09:00,17.00,09:05,17:52,Solna,walk-in,export_v2,NaN,Luna,Dachshund,,Unknown,calm,insulin,hypoallergenic,NULL,,5,NaN,25%,,weather,,5 ,late pickup,2024-03-27,30/03/2024,n/a
1039,LEGACY-VC7AV3,Jonas Nilsson,jonasnil950@outlook.com,GROOMING,GR,2024.04.08,01:00 PM,14:0,n/a,,Stockholm,instagram,excel,Anna,Bella,MIXED,35.5,NULL,shy,n/a,hypoallergenic,no treats,NULL,10%,40,"0,25",1,,yes,3,late pickup,Apr 05 2024,09 Apr 2024,NULL
1040,,erik holm,erikholm746@gmail.com,Boarding,BD,04/29/2024,19.00,10:00 AM,,NaN,Nacka,email,excel,Clara,Charlie,Mixed,,male,NaN,none,,,VIP5,,60,,no,no show,N,,,Apr 23 2024,05/02/2024,first visit
1041,,Ella Berg,,vet shuttle,VS,04/22/2024,13.00,15.00,,,Sundbyberg,phone,export_v2,,Max,NaN,,male,calm,,,handle with care,WELCOME10,0,20,"0,25",,no show,Y,5,,21/04/2024,04/27/2024,VIP
1042,,Luis Perez,luispere513@gmail.com,GROOMING,GR,02 Mar 2024,09.00,05:00 PM,,17:15,Sthlm,instagram,excel,Anna,n/a,Poodle,12kg,U,NaN,n/a,,,newyear,,40,25%,YES,,,,,Feb 26 2024,2024-03-03,
1043,,Liam  Andersson,liamande@gmail.com,grooming,GR,04/05/2024,13.00,15:00,09:05,17:10,,email,pos_export,David,n/a,MIXED,,female,unknown,,hypoallergenic,NULL,WELCOME10,,,"0,25",No,NaN,NaN,5 ,,04/04/2024,,VIP
1044,,Karin Lund,karinlun@gmail.com,boarding,BD,2024.04.09,06:00 PM,09:00 AM,09.39,05:53 PM,Nacka,partner,form,Ida,,Chihuahua,20.9,female,PLAYFUL,,,NaN,NULL,5,60,"0,25",No,no show,n/a,NaN,,07 Apr 2024,2024/04/12,first visit
1045,,SARA LIND,saralind438@company.se,Boarding,BD,Jan 22 2024,18:00,09:00 AM,09:05,NaN,Nacka,website,excel,,,Mixed,,Unknown,,,hypoallergenic,handle with care,,,,,1,sick dog,,4,,2024.01.18,27-01-2024,NaN
1046,, fatima khan ,fatimakh322@outlook.com,Boarding,BD,2024.03.02,18:0,09:00,09:05,05:10 PM,Stockholm,email,sheets,Greta,Max,NaN,NaN,F,aggressive,,,separate from big dogs,,NaN,60,0.25,,NULL,,,great!,26/02/2024,04 Mar 2024,
1047,LEGACY-PMWQZU,noah eriksson,noaherik618@outlook.com,vet shuttle,NULL,2024/02/16,09.00,11.00,NaN,16.32,NaN,partner,export_v2,Clara,,mix,,M,NULL,antibiotics,kibble,separate from big dogs,n/a,5,20,25%,No,sick dog,NULL,4,,,02/20/2024,NaN
1048,LEGACY-C5PACK,Maria Lopez,maríalóp@gmail.com,boarding,BD,2024-02-04,18:00,10:00,09:03,n/a,,walk-in,form,Johan,NULL,German Shepherd,,male,aggressive,,,,,,60,25%,1,no show,N,,,2024.01.26,n/a,
1049,,Oscar Berg,oscarber569@company.se,nail trim,NT,Mar 18 2024,10:0,12.00,NULL,n/a,Stockholm,IG,sheets,Anna,Milo,Golden Retriever,unknown,,,none,,,,10%,15,"0,25",no,,,2,late pickup,2024/03/09,2024.03.23,first visit
1050,,Maria Lopez,maríalóp229@email.com,Nail Trim,NT,09 Apr 2024,04:00 PM,00:00,,,Täby,insta,pos_export,Björn,Rocky,MIXED,,male,reactive,none,,,WELCOME10,0,15,"0,25",,,NULL,2,,04/02/2024,2024/04/12,
1051,BK_OBK840BN,DAVID STONE,davidsto391@company.se,nail trim,NT,2024-02-16,10.00,12.00,NaN,,Solna,email,pos_export,Anna,Rocky,Dachshund,12kg,M,,insulin,,NULL,VIP5,,15,,1,,no,3,n/a,02/15/2024,2024.02.17,VIP
1052,BK_0RREW6QG,LIAM ANDERSSON,,TRAINING,TR,2024-03-10,04:00 PM,18:00,09:05,17.07,,phone,sheets,,Charlie,Labrador,30.0,Unknown,aggressive,,hypoallergenic,,,10,,,n/a,,no,,NaN,02-03-2024,2024.03.14,NaN
1053,LEGACY-XBN3OX,elin  svensson,elinsven10@gmail.com,BOARDING,BD,Feb 27 2024,05:30 PM,9:30,09:05,,Solna,NaN,export_v1,Björn,Rocky,NaN,,M,playful,insulin,,handle with care,,,60,25%,yes,NULL,,5,ok,27/02/2024,n/a,
1054,,EMMA JOHANSSON,emmajoha610@email.com,Daycare,DC,2024/04/03,16.00,06:00 PM,NaN,,Nacka,,sheets,Ida,Max,mix,12kg,M,PLAYFUL,,kibble,,NaN,10%,25,,no,NULL,,3,n/a,2024.03.30,04/06/2024,VIP
1055,LEGACY-MDL2BV,Nora Hansen,norahans581@company.se,Boarding,BD,04/14/2024,07:00 PM,11.00,,,Nacka,partner,export_v2,Hugo,,mix,4.1,F,,none,kibble,separate from big dogs,,10,60,,1,,,,ok,2024.04.05,17-04-2024,
1056,LEGACY-CC0QGF,olivia  lind,oliviali800@outlook.com,Boarding,BD,2024/01/11,18.00,09:00 AM,,17:10,Stockholm,phone,pos_export,,Rocky,Beagle,,U,PLAYFUL,,raw,,WELCOME10,NaN,60,25%,YES,no show,N,,NaN,2024/00/12,01/15/2024,first visit
1057,,ANA GARCIA,anagarci248@company.se,boarding,BD,2024-03-18,18.00,09:00,09.17,05:14 PM,Stockholm,IG,export_v1,Ida,Rocky,n/a,NULL,U,,NaN,,,newyear,NULL,60,,YES,sick dog,NULL,,,2024-03-16,Mar 20 2024,
1058,BK_S01HLKEY,Maria Lopez,maríalóp917@gmail.com,Vet Shuttle,VS,05-01-2024,16:00,18:0,09.25,,Huddinge,,excel,Ida,n/a,,12kg,female,aggressive,insulin,kibble,separate from big dogs,,,20,,no,no show,N,n/a,NULL,2023/12/29,,first visit
1059,LEGACY-E1LY7X,elin svensson,elinsven661@email.com,training,n/a,29 Jan 2024,08:00,10.00,,,,walk-in,NaN,Björn,Luna,Beagle,7.8,male,unknown,none,kibble,no treats,,5,35.0,,,n/a,,3,NULL,01/26/2024,Jan 31 2024,
1060,LEGACY-1W2KR6,sofia andersson,sofiaand747@gmail.com,BOARDING,NULL,2024.01.31,18.00,09.00,09:05,,Sundbyberg,,pos_export,Greta,Coco,mix,,U,,,NaN,,n/a,,60,"0,25",,weather,Y,n/a,n/a,01/28/2024,,
1061,,Maria Lopez,n/a,VET SHUTTLE,VS,2024.04.26,04:00 PM,99:99,09:05,n/a,Stockholm,website,,Ida,Bella,Husky,,Unknown,playful,antibiotics,raw,,,10,20,0.25,0,,Y,,ok,n/a,27 Apr 2024,late pickup fee applied
