payment_id,booking_id,customer_email,amount_gross,currency,tax_amount,fee_amount,amount_net,status,payment_method,gateway,gateway_payment_ref,invoice_no,receipt_no,paid_at,refunded_at,refund_ref,country_of_card,card_brand,last4,installments,chargeback_flag,created_at,source_system,notes
901040,231,user3951@gmail.com,60,sek,15.0,"1,50",,failed,bank_transfer,manual,,,NULL,,NULL,n/a,NO,visa,,,NaN,,square_export,
901041,1191,mikaelås@gmail.com,20,Sek,5.0,n/a,17.92,Pending,swish,stripe,,,,2024-04-20 14:16,,NaN,ES,visa,,2,,,pos,
901042,955,user3079@email.com,40,Sek,,,37.34,payd,cash,stripe,,,RCPT_29IBZJW,27/04/2024 15:25,,,GB,mastercard,9652,,NaN,,stripe_export,duplicate
901043,958,user4783@email.com,60,SEK,15.0,,,payd,bank transfer,NaN,NaN,,,NaN,NULL,n/a,GB,NaN,,NULL,,2024-02-02 11:06,manual_sheet,
901044,42,emmajoha610@email.com,,EUR,3.75,"1,50",,NULL,swish,stripe,,,,Feb 18 2024 15:03,NULL,,GB,amex,,,,2024/02/18 15:03,square_export,
901045,758,elinsven604@outlook.com,60,€,15.0,,,FAILED,bank transfer,square,pi_7CU80ZWRJDTQ,INV-202404-3824,,Apr 10 2024 07:18,n/a,NULL,,amex,,,,,,partial refund
901046,580,ellaberg691@outlook.com,25,SEK,6.25,2.23,22.77,FAILED,swish,klarna,NaN,INV-202405-8872,RCPT_FLMDDQ4,2024/05/02 08:01,,NaN,SE,,7013,,0,,manual_sheet,
901047,315,ahmedali@email.com,60,EUR,,,,payed,Klarna,,NaN,,,2024/04/12 14:03,NaN,,PT,VISA,,,no,2024/04/12 14:03,,duplicate
901048,150,,15,EUR,,1.94,,Pending,Card,square,ch_8GZ0LYY5X3,,n/a,,n/a,,NO,mastercard,NaN,,,,square_export,manual correction
901049,190,NULL,25,SEK,,,22.77,Refunded,Card,adyen,pi_9MJJEJ1WA0Z9,,,Jan 25 2024 15:32,NULL,n/a,SE,NaN,,,0,,square_export,partial refund
901050,549,n/a,35,sek,,,n/a,Paid,bank_transfer,square,pi_B7ZTSPJH6VQG,INV-202405-7883,NaN,2024/05/07 13:28,,,,mastercard,,3,NULL,2024/05/07 13:28,pos,partial refund
901051,160,user971@gmail.com,25,SEK ,,NaN,,Paid,Card,stripe,,,n/a,Apr 07 2024 13:54,NaN,,PT,amex,,,no,,NaN,duplicate
901052,226,user435@email.com,25,Sek,6.25,,,payd,SWISH,stripe,,,,2024-02-22 11:18,,,NO,,7195,3,n/a,2024-02-22 11:18,,duplicate
901053,556,oskarber759@company.se,15,SEK ,,,,PAID,,NULL,,INV-202402-1312,n/a,2024-02-30 12:00,n/a,re_ZWMHZJIOQC,SE,VISA,,,1,,,duplicate
901054,697,user35@gmail.com,25,€,,,,payed,swish,stripe,,,,28/02/2024 11:48,NULL,,,,NULL,NULL,NULL,,manual_sheet,manual correction
901055,775,oskarber957@company.se,,Sek,10.0,,,,bank_transfer,adyen,NULL,,,Mar 26 2024 16:54,,re_EUHK63AR3K,,,n/a,1,0,2024/03/26 16:54,,
901056,796,,15,SEK,,"1,50",,Paid,Klarna,square,,,,2024-02-21T11:55:00,NaN,n/a,,NULL,1187,one,no,2024-02-21 11:55,square_export,
901057,96,user8767@gmail.com,60,SEK ,,NaN,,FAILED,invoice,klarna,NaN,INV-202404-5960,RCPT_56UPPUV,13/04/2024 16:19,NULL,,,,,,,2024/04/13 16:19,manual_sheet,
901058,212,,NaN,EUR,,3.24,,FAILED,invoice,manual,NaN,,,2024/01/13 19:31,NaN,,,NULL,,3,,2024-01-13 19:31,square_export,
901059,78,oliviali965@email.com,60.00,,,3.24,56.76,payd,bank_transfer,square,,,,,,,n/a,NULL,,,,2024-02-27 09:23,,duplicate
901060,882,saralind@gmail.com,35,Sek,8.75,,32.48,failed,cash,stripe,,INV-202401-8764,RCPT_ZQB9QDC,2024-01-16T13:03:00,NaN,NaN,SE,,3854,,,,n/a,
901061,915,user4502@email.com,60,EUR,,,,NULL,cash,adyen,NULL,,,Apr 13 2024 09:21,,,GB,,,,1,2024-04-13 09:21,manual_sheet,duplicate
901062,638,mikaelås@gmail.com,35,€,8.75,"1,50",,Refunded,Card,klarna,,,,2024-04-27T17:59:00,,NaN,,,3999,1,NaN,,manual_sheet,manual correction
901063,103,n/a,40,SEK ,10.0,,37.34,FAILED,bank_transfer,klarna,NaN,INV-202402-1255,RCPT_R7GC2EF,2024/02/01 09:54,NaN,NaN,,NULL,,1,n/a,,manual_sheet,
901064,281,noaherik@email.com,20,€,,2.08,,PAID,Card,manual,NULL,n/a,,2024-03-11 09:56,,,PT,mastercard,,,n/a,,stripe_export,NULL
901065,96,liamande@gmail.com,40,EUR,10.0,"1,50",37.34,Pending,,klarna,,,NULL,,n/a,,,,5262,n/a,,,pos,NULL
901066,872,user8461@email.com,60,EUR,NULL,,,Paid,swish,adyen,,,,2024-03-03T07:41:00,n/a,,NO,mastercard,,NULL,NaN,2024/03/03 07:41,pos,
901067,1199,user1900@email.com,35,€,8.75,2.52,,payed,SWISH,adyen,,,RCPT_JE29RQB,Jan 23 2024 21:26,NaN,NULL,,VISA,,,0,2024/01/23 21:26,,partial refund
901068,89,user5583@gmail.com,60,Sek,,3.24,56.76,failed,card,klarna,,INV-202404-2470,RCPT_QM69XJP,2024-04-12 15:25,,n/a,,mastercard,,NULL,NaN,2024/04/12 15:25,square_export,
901069,1117,oscarber@gmail.com,25,EUR,6.25,n/a,22.77,payd,swish,adyen,,,RCPT_A7X7AAR,,NULL,,ES,amex,4035,,,,square_export,duplicate
901070,242,maríalóp527@gmail.com,15,sek,,,13.06,FAILED,invoice,klarna,ch_3BYN2RBB6C,,RCPT_3X0LFPL,2024-02-30 12:00,,NULL,NO,mastercard,,,,2024/03/31 15:54,,manual correction
901071,837,ellaberg146@outlook.com,60,EUR,15.0,,56.76,Pending,invoice,square,,INV-202403-6129,,2024-03-28T13:05:00,,n/a,SE,VISA,7314,,0,2024-03-28 13:05,manual_sheet,partial refund
901072,371,ahmedali@gmail.com,40,SEK ,,n/a,,Paid,SWISH,manual,,NULL,n/a,2024/02/23 09:09,,n/a,NO,,,,,2024/02/23 09:09,manual_sheet,
901073,905,davidsto@email.com,15.00,NaN,,1.94,13.06,paid,bank_transfer,adyen,,,,2024-03-31T07:31:00,NaN,NULL,NaN,mastercard,,NaN,,,,
901074,48,noaherik618@outlook.com,15,,,,,payd,invoice,stripe,,INV-202403-8411,,,NULL,re_LX7TNVIF0X,SE,amex,8214,1,no,2024/03/29 07:44,stripe_export,partial refund
901075,838,anagarci16@gmail.com,25,EUR,6.25,,,failed,invoice,stripe,ch_CQABGWS3PL,,,2024/03/12 19:01,,,GB,,,3,no,2024-03-12 19:01,n/a,partial refund
901076,672,oskarber67@company.se,NaN,EUR,,"1,50",,Pending,bank transfer,klarna,,,,2024-05-05 17:32,NaN,NULL,GB,amex,,,no,2024-05-05 17:32,,
901077,1179,,35,SEK ,,,,Paid,bank_transfer,square,,INV-202403-7919,NaN,2024-03-06 17:02,n/a,NaN,,mastercard,,1,NaN,,manual_sheet,n/a
901078,25,saralind438@company.se,15,SEK ,,n/a,,payed,card,manual,,,RCPT_DIXCCQ0,2024-04-10 19:45,,,,mastercard,,,NULL,2024/04/10 19:45,manual_sheet,
901079,287,fridakar22@company.se,25,SEK,,,,NaN,invoice,,,,,2024/04/25 10:37,,,ES,visa,n/a,n/a,no,,,
901080,687,fatimakh311@gmail.com,40,Sek,,n/a,37.34,paid,bank transfer,klarna,,,,2024-04-15 07:35,,,NO,visa,,,,2024/04/15 07:35,manual_sheet,partial refund
901081,923,,20.00,SEK,5.0,n/a,17.92,payed,card,stripe,pi_3AA1V4W0SBNB,,RCPT_AKENWUP,2024-02-03T16:23:00,NULL,,GB,mastercard,9304,,NaN,2024/02/03 16:23,,duplicate
901082,339,NULL,15,€,,"1,50",,payd,card,klarna,ch_0F768H4LIO,n/a,,Mar 18 2024 07:00,n/a,n/a,PT,,,3,,NULL,,duplicate
901083,101,saralind641@company.se,25,€,,,,NULL,Card,klarna,,INV-202403-6301,,14/03/2024 21:57,,n/a,SE,NULL,4655,NaN,,2024/03/14 21:57,,
901084,876,user7527@gmail.com,15,SEK ,,,,refunded,SWISH,adyen,ch_Z88KCNSOFJ,,,Apr 19 2024 07:41,,,NO,,,1,1,2024/04/19 07:41,manual_sheet,partial refund
901085,862,user4018@email.com,NaN,SEK ,,,,pending,swish,,,INV-202402-5021,,Feb 23 2024 09:06,,,,NaN,,,,,,partial refund
901086,716,user446@email.com,35 SEK,SEK ,,2.52,,pending,SWISH,stripe,,,,,,,NULL,amex,,,no,2024-02-03 10:22,stripe_export,partial refund
901087,816,erikholm@gmail.com,35,€,8.75,,32.48,Paid,bank transfer,stripe,ch_KVG48CE8D2,,,2024/03/21 10:37,NULL,NULL,SE,,,,0,2024-03-21 10:37,pos,manual correction
901088,1195,fridakar@gmail.com,,sek,3.75,,13.06,pending,card,klarna,pi_YRIIA3AR0MZI,,NaN,2024-04-24 19:44,NULL,,,mastercard,,n/a,1,2024/04/24 19:44,,
901089,744,linchen129@outlook.com,,SEK,,,13.06,FAILED,,square,pi_REVQDI3ZAK3C,,RCPT_A90GAM5,2024-04-09 13:28,,n/a,,VISA,,one,,2024-04-09 13:28,manual_sheet,
901090,74,user6748@email.com,35,EUR,,,,refunded,cash,square,pi_HE72X0W8DCE3,INV-202404-6341,RCPT_700UUGS,2024-04-01T14:04:00,NULL,,NO,visa,,n/a,,2024-04-01 14:04,square_export,n/a
901091,1085,liamande293@outlook.com,20,sek,5.0,,n/a,refunded,Card,klarna,ch_43U0AY7NLK,NULL,,Jan 24 2024 17:50,NULL,NaN,SE,,,,0,,manual_sheet,duplicate
901092,545,maríalóp@email.com,25,,6.25,NULL,22.77,,card,klarna,,,RCPT_8TCK90B,2024-01-28T14:24:00,,,NO,amex,,one,no,2024/01/28 14:24,,manual correction
901093,439,user6900@email.com,35,SEK,,NaN,32.48,Pending,card,adyen,,,,,,re_YJT6JHYGP1,,NULL,,,no,,stripe_export,manual correction
901094,613,davidsto949@outlook.com,25,sek,NULL,"1,50",22.77,payd,swish,stripe,ch_F8ARCFZ7KQ,,RCPT_DXB60G4,2024-04-14T08:20:00,,,,,,,no,,,NaN
901095,929,jonasnil31@outlook.com,35,SEK,8.75,,32.48,paid,cash,klarna,ch_TTSIDR04TX,,,,,n/a,,visa,,,,,pos,partial refund
901096,444,user8790@gmail.com,40,€,,,,paid,invoice,square,ch_WQQ8K9F3P1,,RCPT_K3K8OIC,2024-01-25 16:18,,,ES,VISA,,n/a,NaN,2024/01/25 16:18,square_export,partial refund
901097,198,oskarber@email.com,35,sek,8.75,,,paid,,manual,,INV-202404-5222,RCPT_O1GPBVY,11/04/2024 13:12,,,NO,amex,9889,,0,,,duplicate
901098,754,ahmedali594@email.com,25,€,,2.23,,pending,swish,n/a,,,,2024/04/19 16:08,NaN,NULL,NO,visa,NaN,1,yes,2024/04/19 16:08,square_export,NULL
901099,16,davidsto391@company.se,20,EUR,,"1,50",,FAILED,Klarna,square,ch_65Y2TCJNOL,,,2024/05/09 09:38,,NaN,NULL,NaN,,,1,2024/05/09 09:38,square_export,NaN
901100,195,user8563@email.com,25,EUR,,,,paid,,square,,INV-202403-5084,,2024-03-13T10:49:00,NaN,n/a,,VISA,NULL,1,NULL,2024/03/13 10:49,manual_sheet,manual correction
901101,1071,oskarber957@company.se,20,SEK,,,17.92,Pending,card,square,pi_XDR5VBZLQTTG,INV-202401-4973,,,,,SE,mastercard,,3,yes,2024-01-06 17:19,,duplicate
901102,1026,mariamal803@email.com,15,€,,,,pending,card,adyen,n/a,NaN,,2024/02/27 08:00,,,GB,,,,yes,2024/02/27 08:00,pos,
901103,1003,liamande@email.com,60,SEK ,15.0,,,PAID,Card,klarna,,n/a,RCPT_0A4299J,2024-03-13T21:12:00,,,n/a,mastercard,5946,one,no,2024-03-13 21:12,manual_sheet,manual correction
901104,118,user1570@gmail.com,40,€,,"1,50",,Pending,invoice,manual,,,RCPT_OQ9SOKI,,,,,NULL,3474,1,,2024-03-06 07:04,,NaN
901105,303,emmajoha610@email.com,60,Sek,NaN,3.24,,Paid,cash,manual,pi_WCJJ27YQTHPA,n/a,,2024/05/06 10:25,,NaN,,,NaN,2,1,2024/05/06 10:25,square_export,
901106,328,user951@email.com,20,€,,NULL,,Paid,cash,stripe,pi_C7K0MIBCLC8L,,RCPT_VZZKK2I,2024-05-06T17:54:00,,,GB,VISA,NULL,,1,2024/05/06 17:54,,manual correction
901107,932,ellaberg@email.com,15,Sek,3.75,"1,50",,Refunded,bank transfer,square,,,,20/04/2024 22:19,NaN,,PT,NULL,,n/a,,2024/04/20 22:19,,duplicate
901108,515,davidsto391@company.se,25,Sek,NULL,,,n/a,Klarna,manual,NULL,,,Feb 25 2024 09:17,,,NO,,5812,,0,2024/02/25 09:17,,duplicate
901109,889,anagarci248@company.se,35,SEK ,8.75,"1,50",n/a,paid,swish,square,,,,09/02/2024 16:36,,NaN,,n/a,6981,NULL,no,2024/02/09 16:36,manual_sheet,
901110,383,user8236@gmail.com,,SEK,,,,pending,bank transfer,klarna,,,RCPT_QE21U8B,NULL,,NULL,NO,NULL,,,no,2024/03/26 16:07,square_export,
901111,675,user6483@gmail.com,25,Sek,,"1,50",22.77,Pending,Card,square,,,,21/04/2024 17:34,NaN,,GB,VISA,,,,,square_export,manual correction
901112,650,oliviali@email.com,NaN,EUR,8.75,,,pending,SWISH,manual,,INV-202401-7655,RCPT_BANQYE9,Jan 25 2024 14:27,,,SE,amex,,,no,,square_export,manual correction
901113,303,oliviali965@email.com,25,EUR,,NaN,22.77,failed,invoice,klarna,,,,,,,,,,3,no,,square_export,
901114,480,liamande101@company.se,35,€,,2.52,,PAID,swish,,n/a,,RCPT_83EXDQ0,2024-04-30T16:13:00,,NaN,SE,visa,,3,,,,duplicate
901115,57,maríalóp@email.com,15 SEK,SEK,,"1,50",n/a,failed,swish,klarna,,,n/a,,n/a,n/a,GB,VISA,,one,1,2024-04-08 15:59,square_export,
901116,350,user2116@gmail.com,40,sek,,,,paid,invoice,klarna,,,NULL,08/02/2024 19:26,NULL,,SE,NaN,,,NULL,2024-02-08 19:26,square_export,duplicate
901117,913,user6226@gmail.com,20,Sek,,NaN,17.92,PAID,invoice,square,pi_VU6RWE2CS166,INV-202404-4307,,2024/04/16 20:18,,re_J1DJHOFXZX,,n/a,9699,n/a,yes,,NaN,partial refund
901118,241,,35,Sek,,2.52,,failed,swish,stripe,,,,,,NULL,PT,amex,,NaN,NaN,2024-02-14 09:53,manual_sheet,duplicate
901119,338,sofiaand@email.com,40,EUR,,2.66,,payd,cash,square,ch_LYF6P82SEU,,n/a,2024/01/29 20:51,NaN,,,VISA,,3,yes,2024-01-29 20:51,pos,partial refund
901120,877,,35,Sek,,"1,50",32.48,payed,cash,square,ch_5AG8ROSU4T,,RCPT_7L9WOJ0,2024-03-14T14:47:00,,NaN,SE,visa,2500,3,,,stripe_export,partial refund
901121,841,user8732@gmail.com,25,EUR,6.25,2.23,,paid,bank transfer,klarna,ch_SDZM1FNR56,,,2024-04-13T16:20:00,n/a,,PT,,,3,0,2024-04-13 16:20,,duplicate
901122,896,user9531@gmail.com,20,EUR,5.0,"1,50",,failed,invoice,manual,pi_3RF5YG54WGR1,,,14/03/2024 12:50,n/a,re_W9DIY5NZWK,ES,,,,n/a,,,
901123,949,pedrosil@email.com,35,€,8.75,,,pending,Card,square,,INV-202404-3327,RCPT_QBBKYC2,2024-04-20T21:14:00,,NULL,,,,,0,,pos,manual correction
901124,1106,elinsven@gmail.com,40,SEK ,10.0,"1,50",,paid,bank transfer,manual,,,NaN,19/03/2024 12:00,NULL,re_26SD3SW9K3,NULL,VISA,5224,2,1,2024-03-19 12:00,manual_sheet,
901125,980,emmajoha463@gmail.com,40,,10.0,2.66,,Refunded,Card,stripe,pi_VYEYG1VHV7Y4,NULL,,2024-04-18T12:51:00,,NULL,PT,visa,,NULL,n/a,2024/04/18 12:51,stripe_export,
901126,312,ellaberg261@gmail.com,60,EUR,n/a,3.24,,payed,NULL,adyen,,,RCPT_E40SH0O,15/03/2024 11:37,,,NULL,amex,n/a,one,yes,,pos,
901127,806,user4617@gmail.com,20,SEK ,,,NaN,Paid,Card,manual,ch_K0D332DRSE,,,2024-04-14 10:24,,NaN,,amex,9786,,,NULL,pos,partial refund
901128,1006,maríalóp@email.com,20,sek,5.0,2.08,17.92,pending,bank_transfer,square,,,RCPT_TSXGDK7,2024/03/28 12:08,NaN,,PT,VISA,,one,no,2024-03-28 12:08,stripe_export,
901129,693,maríalóp@email.com,40,,10.0,"1,50",,pending,bank_transfer,klarna,,,,2024-04-06 08:10,NULL,,,amex,4048,,no,2024-04-06 08:10,,duplicate
901130,787,luispere@gmail.com,40,SEK ,10.0,,,Refunded,invoice,stripe,ch_ZO4V9ZXC3D,,,01/03/2024 19:10,,NULL,NO,n/a,,NULL,NULL,2024/03/01 19:10,stripe_export,partial refund
901131,692,user7614@email.com,n/a,EUR,10.0,,37.34,Refunded,swish,adyen,,,,2024-05-01T08:45:00,NULL,NULL,ES,amex,n/a,,NULL,,manual_sheet,duplicate
901132,272,jonasnil950@outlook.com,35,sek,8.75,,32.48,Paid,invoice,manual,ch_XBZ5FUWKUD,,,Apr 07 2024 08:08,NULL,NULL,SE,VISA,,n/a,0,2024/04/07 08:08,square_export,NaN
901133,312,sofiaand383@gmail.com,20,EUR,5.0,,,Pending,bank transfer,klarna,,NaN,,,NaN,NULL,NO,,4350,one,no,2024/01/09 21:02,,partial refund
901134,144,davidsto966@company.se,60,€,15.0,,,refunded,bank_transfer,square,,,,,,NaN,,visa,,3,,2024/04/04 17:47,square_export,partial refund
901134,99999,anagarci91@email.com,,Sek,NaN,"1,50",22.77,Refunded,invoice,stripe,,n/a,,2024/01/17 20:17,NULL,,SE,,,,NaN,2024-01-17 20:17,stripe_export,manual correction
901136,581,jonasnil345@email.com,,Sek,,"1,50",,paid,SWISH,square,pi_ZPTWND0GZUYB,NULL,,,,,,amex,,NaN,n/a,,pos,duplicate
901137,1063,user6626@email.com,20,EUR,,2.08,,refunded,bank transfer,manual,,n/a,,Apr 15 2024 10:52,2024-04-15 10:52,NaN,SE,,,one,yes,2024/04/15 10:52,pos,
901138,1138,oskarber667@gmail.com,15,sek,3.75,,NULL,Paid,n/a,NaN,,NaN,RCPT_VFYRS8C,2024-03-09T13:33:00,n/a,,SE,mastercard,,1,NULL,,,
901139,1045,emmajoha@email.com,15,€,,NULL,13.06,payd,cash,square,,n/a,RCPT_3VPVPQZ,Apr 23 2024 16:30,n/a,,,amex,NaN,,,2024/04/23 16:30,square_export,manual correction
901140,289,erikholm@gmail.com,40,€,10.0,,,,invoice,manual,pi_9GCYEFPQWWFW,,,NaN,,,PT,,,3,1,,manual_sheet,
901141,166,NaN,15,Sek,3.75,,13.06,FAILED,invoice,stripe,pi_G4MCVRA71MN4,,,25/01/2024 15:52,,,ES,,,1,,2024/01/25 15:52,pos,
901142,750,NaN,25,SEK,6.25,"1,50",,pending,invoice,square,ch_11FFDRTR1H,INV-202404-6439,n/a,Apr 02 2024 19:43,,NULL,,amex,,,0,2024-04-02 19:43,square_export,
901143,1187,elinsven@gmail.com,n/a,€,,,,Paid,SWISH,square,,INV-202402-6222,,,NaN,,,amex,,,,,,
901144,828,pedrosil201@outlook.com,NaN,sek,,NULL,17.92,payd,cash,adyen,,INV-202401-2553,,24/01/2024 09:55,n/a,n/a,NO,,,,,2024/01/24 09:55,stripe_export,
901145,961,norahans@gmail.com,25,SEK ,,2.23,22.77,refunded,Card,klarna,pi_EQ1RAGZATWYN,,,Mar 03 2024 16:57,,n/a,n/a,visa,,,,NULL,manual_sheet,
901146,762,maríalóp505@company.se,40,SEK ,NaN,,,pending,bank_transfer,adyen,,,,,,,PT,,2407,,,2024/03/14 11:40,NaN,partial refund
901147,475,erikholm@gmail.com,60,€,15.0,n/a,,Paid,Klarna,adyen,NaN,,,28/04/2024 18:44,n/a,,PT,mastercard,NULL,,,,square_export,partial refund
901148,121,davidsto100@outlook.com,40,€,,NaN,37.34,Paid,card,stripe,pi_BVAGMEFXU815,,,Jan 26 2024 10:32,,re_IDXJEFILCD,NaN,n/a,5420,,NaN,,,manual correction
901149,482,sofiaand369@gmail.com,35,€,8.75,2.52,32.48,failed,bank transfer,manual,,,NULL,2024-02-14 10:37,,re_TM07HO5FCS,SE,,,2,1,2024/02/14 10:37,manual_sheet,
901150,367,,20,Sek,,NaN,17.92,refunded,swish,manual,,INV-202403-6771,,2024/03/28 10:12,NULL,re_PXZNFP35R3,,,,n/a,1,2024/03/28 10:12,square_export,partial refund
901151,589,ahmedali@email.com,20,Sek,5.0,"1,50",,payd,swish,adyen,pi_9XECD2PMKESN,NULL,,,,,,VISA,8258,one,,NaN,manual_sheet,NaN
901152,903,anagarci@gmail.com,,EUR,5.0,,,Pending,swish,klarna,ch_JRG318F6E8,,,06/04/2024 16:36,n/a,,PT,mastercard,1281,NULL,no,,square_export,
901153,579,user1517@email.com,20,€,,,17.92,paid,Card,,ch_CHE3P2O9LA,,,07/03/2024 13:28,,,ES,,,n/a,0,2024/03/07 13:28,square_export,
901154,195,user9780@email.com,20,Sek,5.0,"1,50",17.92,Paid,bank transfer,adyen,,INV-202401-9033,,,,NULL,NULL,,9400,2,1,2024/01/29 11:51,,
901155,1101,user5263@email.com,60,sek,,"1,50",,PAID,swish,klarna,,INV-202405-4363,,,n/a,,,visa,,,0,,,NULL
901156,1130,user3246@gmail.com,15,SEK,,,,Refunded,Klarna,square,NaN,,RCPT_TA5Z9WF,,,,SE,visa,,one,1,2024/04/07 11:31,manual_sheet,manual correction
901157,634,mariamal136@company.se,15,EUR,,"1,50",,Paid,SWISH,adyen,,,,2024/03/15 21:09,,n/a,SE,mastercard,,,n/a,2024-03-15 21:09,pos,manual correction
901158,2180,user8456@gmail.com,25,EUR,6.25,,,FAILED,invoice,stripe,pi_BC46Z0TUK3UI,,,2024-01-27T21:39:00,,,NO,visa,,3,NaN,2024/01/27 21:39,manual_sheet,partial refund
901159,800,user6961@email.com,20,sek,NaN,NULL,,Refunded,bank transfer,square,ch_PDW5KIYPIJ,INV-202401-8239,,2024-01-01T14:59:00,,n/a,PT,,,one,,2024-01-01 14:59,pos,duplicate
901160,905,,25,NaN,,2.23,,pending,Klarna,square,,INV-202401-5550,RCPT_X3PP2OC,Jan 10 2024 22:02,,,GB,mastercard,1577,one,,2024-01-10 22:02,,partial refund
901161,13,user3341@email.com,40,Sek,10.0,2.66,,Paid,swish,manual,pi_R9OAMFJ0RGFN,INV-202404-6177,RCPT_XPGWAF5,23/04/2024 12:50,n/a,,NO,VISA,,2,,2024-04-23 12:50,,partial refund
901162,137,n/a,60,SEK ,,"1,50",56.76,Pending,Klarna,square,,,,NaN,,n/a,NO,NULL,9140,1,no,,,partial refund
901163,250,user297@email.com,15,Sek,n/a,"1,50",,Refunded,NULL,square,pi_WMT73PO4K6SX,INV-202403-1903,,2024-03-17 10:51,NaN,n/a,ES,,,,NaN,2024-03-17 10:51,,manual correction
901164,223,norahans@email.com,35,SEK,,2.52,32.48,refunded,swish,stripe,ch_N24UQZAR33,,,NULL,,,NaN,NaN,,,yes,2024/04/03 10:57,manual_sheet,
901165,1185,sofiaand383@gmail.com,35,sek,,,NaN,PAID,,manual,,,RCPT_M3TIXLS,2024-02-13 22:54,,,,,,one,,2024/02/13 22:54,,duplicate
901166,604,sofiaand@gmail.com,15,sek,3.75,,,Paid,Card,square,,,,2024-02-01T16:31:00,n/a,NaN,,visa,,NULL,NaN,2024-02-01 16:31,,duplicate
901167,681,user8163@gmail.com,20,€,,"1,50",,Refunded,cash,manual,,INV-202402-5171,,04/02/2024 13:44,NaN,,n/a,NaN,,1,yes,2024/02/04 13:44,square_export,
901168,1076,fatimakh322@outlook.com,20,€,5.0,"1,50",,PAID,invoice,square,pi_TMHGD6JOZ4NM,NULL,,,,,n/a,amex,NULL,NaN,1,n/a,square_export,
901169,500,jonasnil669@company.se,40,Sek,10.0,,37.34,payed,swish,adyen,,INV-202401-9410,,,,,GB,VISA,3755,one,yes,,square_export,n/a
901170,918,oliviali782@email.com,60,EUR,15.0,3.24,56.76,Pending,Klarna,adyen,pi_MGMEKHBCZWFA,,,Jan 23 2024 16:54,n/a,NaN,,n/a,NaN,NaN,n/a,2024-01-23 16:54,,manual correction
901171,90,,25,€,6.25,"1,50",NULL,payd,Klarna,stripe,,INV-202403-2225,RCPT_NWZBOZH,2024-03-18 16:43,,n/a,NULL,visa,6159,NaN,NULL,,manual_sheet,partial refund
901172,65,user9126@email.com,35,Sek,n/a,NaN,,Pending,cash,stripe,,,,2024-01-28T16:13:00,,n/a,NO,NaN,,NaN,,2024-01-28 16:13,square_export,duplicate
901173,262,user6863@email.com,35,SEK ,8.75,NaN,,refunded,swish,square,,,,Jan 21 2024 20:31,,,GB,,,n/a,NaN,,stripe_export,n/a
901174,374,maríalóp700@gmail.com,20,EUR,,,17.92,pending,invoice,adyen,ch_1UJBEOSAPL,INV-202403-5652,RCPT_JM2ZQZQ,2024-03-18 20:49,n/a,n/a,,,,,1,,NaN,
901175,976,mariamal@email.com,25,sek,,,,FAILED,Klarna,klarna,pi_K86YK6B00RUG,INV-202403-2301,RCPT_7K90C9N,2024-03-03T09:44:00,NULL,NaN,PT,mastercard,3861,one,,2024/03/03 09:44,pos,manual correction
901176,749,luispere745@outlook.com,20,sek,5.0,"1,50",NULL,failed,cash,klarna,,INV-202405-5660,RCPT_VAZ0J8F,08/05/2024 16:50,,n/a,PT,,NULL,,no,,,duplicate
901177,,jonasnil950@outlook.com,15,SEK ,NULL,n/a,,payed,SWISH,square,NaN,,,2024/01/28 17:11,,,,mastercard,,one,n/a,2024-01-28 17:11,stripe_export,
901178,628,user1017@gmail.com,20,SEK ,5.0,"1,50",,Paid,card,adyen,,,,2024/03/21 18:04,NULL,re_IRIML0IUA3,,,,one,NaN,2024/03/21 18:04,stripe_export,duplicate
901179,343,emmajoha970@company.se,,SEK ,NaN,,,Pending,invoice,square,ch_3L4LKTAQNG,,RCPT_682BFTV,10/02/2024 12:51,NULL,,NULL,VISA,9267,NULL,,,n/a,
901180,,luispere513@gmail.com,25,SEK,,,,Paid,bank transfer,stripe,,,RCPT_377FDG6,2024/03/24 08:22,NaN,n/a,GB,amex,9431,,NaN,,manual_sheet,partial refund
901181,1044,maríalóp@email.com,60 SEK,€,,"1,50",n/a,Refunded,Klarna,manual,pi_EEUCFWL8446B,INV-202404-5682,RCPT_Y0SHEB9,2024-04-25 19:01,NULL,NaN,,,,n/a,0,2024/04/25 19:01,stripe_export,
901182,301,saralind438@company.se,15,Sek,3.75,,13.06,Pending,SWISH,stripe,,,RCPT_ZS0A58F,NaN,n/a,,SE,,,3,0,2024/01/19 18:34,manual_sheet,manual correction
901183,87,noaherik581@email.com,40,Sek,NaN,2.66,,payd,card,klarna,,,RCPT_M358T9K,Mar 13 2024 14:24,NULL,n/a,ES,amex,3821,,,,,duplicate
901184,1119,jonasnil31@outlook.com,35,SEK,,,32.48,refunded,invoice,manual,,,,2024-03-07T07:12:00,NULL,re_GKQQ1VF80A,NO,amex,,NULL,n/a,NULL,,manual correction
901185,430,user2077@email.com,40.00,SEK ,,,,paid,SWISH,square,ch_PG1RN4CQ5F,,,2024-01-29 10:24,NULL,NULL,NO,,n/a,NaN,yes,2024-01-29 10:24,stripe_export,NaN
901186,299,sofiaand369@gmail.com,35,sek,,,,payd,bank transfer,stripe,pi_UNAWK4MV9BN6,,RCPT_BK9L9AW,Apr 17 2024 18:08,NaN,NaN,GB,,9879,2,,2024/04/17 18:08,manual_sheet,manual correction
